order_id,order_date_sk,customer_sk,product_sk,store_sk,quantity,unit_price,line_total
1000000044,611,562,2,,2,15000.0,30000.0
1000000044,611,562,2,,3,15000.0,45000.0
1000000045,32,998,1,,3,12000.0,36000.0
1000000046,12,276,2,,2,16500.0,33000.0
1000000047,68,1469,1,2.0,1,12000.0,12000.0
1000000048,257,408,1,2.0,2,12000.0,24000.0
1000000049,224,1360,2,2.0,3,13500.0,40500.0
1000000050,207,1423,2,,2,15000.0,30000.0
1000000051,259,741,2,,2,15750.0,31500.0
1000000052,309,969,1,,3,12000.0,36000.0
1000000053,223,729,2,,2,15000.0,30000.0
1000000054,76,251,1,,1,12600.0,12600.0
1000000055,570,1087,2,1.0,3,15000.0,45000.0
1000000056,468,659,1,,2,12000.0,24000.0
1000000056,468,659,2,,3,16500.0,49500.0
1000000057,418,338,2,,1,15000.0,15000.0
1000000057,418,338,2,,1,15750.0,15750.0
1000000058,265,1068,2,,1,16500.0,16500.0
1000000058,265,1068,2,,2,15000.0,30000.0
1000000059,183,958,1,,3,12000.0,36000.0
1000000059,183,958,2,,2,15000.0,30000.0
1000000060,56,428,1,,3,10800.0,32400.0
1000000061,426,1337,1,,1,12000.0,12000.0
1000000062,358,1442,2,,3,15000.0,45000.0
1000000063,151,939,1,,3,12600.0,37800.0
1000000064,429,1409,2,,1,16500.0,16500.0
1000000065,261,1062,1,,3,12000.0,36000.0
1000000066,26,988,1,,3,12000.0,36000.0
1000000067,467,778,2,,1,15000.0,15000.0
1000000068,336,77,2,,1,15750.0,15750.0
1000000068,336,77,1,,2,12000.0,24000.0
1000000068,336,77,2,,3,15000.0,45000.0
1000000069,164,700,2,,3,15000.0,45000.0
1000000070,572,425,1,,1,12000.0,12000.0
1000000071,204,1271,1,,1,12000.0,12000.0
1000000072,33,1129,2,,1,13500.0,13500.0
1000000073,342,1224,2,,1,15750.0,15750.0
1000000074,349,446,1,,2,12600.0,25200.0
1000000074,349,446,1,,3,12000.0,36000.0
1000000075,447,867,2,,2,15000.0,30000.0
1000000076,61,127,1,,2,12000.0,24000.0
1000000077,339,874,1,1.0,2,12000.0,24000.0
1000000078,375,814,2,,1,15000.0,15000.0
1000000078,375,814,1,,2,13200.0,26400.0
1000000079,625,1189,1,,1,10800.0,10800.0
1000000079,625,1189,1,,2,12000.0,24000.0
1000000080,316,584,2,,1,15000.0,15000.0
1000000081,399,1433,1,,2,12000.0,24000.0
1000000081,399,1433,2,,2,15000.0,30000.0
1000000082,630,670,1,,3,12000.0,36000.0
1000000083,41,464,2,,1,16500.0,16500.0
1000000083,41,464,1,,2,12000.0,24000.0
1000000084,330,535,2,,1,15000.0,15000.0
1000000085,426,655,1,,1,12600.0,12600.0
1000000086,596,833,1,,1,12000.0,12000.0
1000000087,348,490,1,,1,12000.0,12000.0
1000000088,34,360,2,,2,15000.0,30000.0
1000000089,535,1227,2,,1,15000.0,15000.0
1000000090,27,624,1,,2,12000.0,24000.0
1000000090,27,624,2,,1,13500.0,13500.0
1000000091,48,228,2,,3,15750.0,47250.0
1000000092,165,770,2,,2,15000.0,30000.0
1000000093,319,54,2,2.0,3,15000.0,45000.0
1000000093,319,54,1,2.0,2,12000.0,24000.0
1000000093,319,54,2,2.0,1,16500.0,16500.0
1000000094,362,1006,1,,3,12000.0,36000.0
1000000094,362,1006,2,,3,13500.0,40500.0
1000000095,634,247,2,,3,16500.0,49500.0
1000000096,509,1127,1,,3,12000.0,36000.0
1000000097,164,757,2,2.0,1,15750.0,15750.0
1000000098,382,520,1,,3,12600.0,37800.0
1000000099,58,258,1,,1,12000.0,12000.0
1000000100,212,467,1,,1,10800.0,10800.0
1000000100,212,467,1,,1,12600.0,12600.0
1000000101,90,3,1,,3,12000.0,36000.0
1000000102,324,334,1,,3,12000.0,36000.0
1000000103,85,802,1,,3,10800.0,32400.0
1000000104,83,999,2,,2,15000.0,30000.0
1000000105,133,176,1,,2,12000.0,24000.0
1000000106,405,801,2,,1,15000.0,15000.0
1000000107,143,1113,1,,3,12600.0,37800.0
1000000108,551,810,2,,3,15750.0,47250.0
1000000109,113,581,1,,2,12000.0,24000.0
1000000109,113,581,1,,1,12000.0,12000.0
1000000110,521,1284,1,2.0,2,12000.0,24000.0
1000000110,521,1284,2,2.0,3,16500.0,49500.0
1000000111,355,1333,2,,1,15750.0,15750.0
1000000112,425,24,1,2.0,3,12600.0,37800.0
1000000112,425,24,2,2.0,3,15000.0,45000.0
1000000113,21,1222,1,1.0,1,13200.0,13200.0
1000000114,261,63,1,1.0,1,10800.0,10800.0
1000000115,50,1078,1,,2,12000.0,24000.0
1000000116,183,1091,1,,3,13200.0,39600.0
1000000117,385,524,1,,2,12000.0,24000.0
1000000118,594,1229,1,,3,13200.0,39600.0
1000000119,563,458,2,,1,15000.0,15000.0
1000000120,109,68,1,,1,12000.0,12000.0
1000000121,355,959,1,,3,13200.0,39600.0
1000000122,608,356,1,1.0,3,12000.0,36000.0
1000000123,541,530,2,,1,15000.0,15000.0
1000000124,37,1420,1,,1,10800.0,10800.0
1000000124,37,1420,2,,3,15000.0,45000.0
1000000125,191,279,2,,3,15000.0,45000.0
1000000125,191,279,1,,1,12000.0,12000.0
1000000126,164,779,2,,1,15000.0,15000.0
1000000127,59,1383,2,,2,15000.0,30000.0
1000000127,59,1383,2,,2,15750.0,31500.0
1000000128,476,1189,1,,1,10800.0,10800.0
1000000128,476,1189,2,,3,15000.0,45000.0
1000000128,476,1189,1,,3,12000.0,36000.0
1000000129,626,1016,1,,3,12000.0,36000.0
1000000129,626,1016,2,,2,15000.0,30000.0
1000000130,507,595,2,,1,13500.0,13500.0
1000000131,25,902,1,,3,13200.0,39600.0
1000000132,208,317,2,,2,13500.0,27000.0
1000000133,166,1229,2,2.0,1,15000.0,15000.0
1000000134,6,279,1,,3,12000.0,36000.0
1000000134,6,279,2,,2,15000.0,30000.0
1000000135,151,1498,1,,1,12000.0,12000.0
1000000135,151,1498,1,,2,10800.0,21600.0
1000000136,386,140,2,,2,15000.0,30000.0
1000000137,320,1115,1,,1,12000.0,12000.0
1000000138,3,1240,1,,3,12000.0,36000.0
1000000139,97,590,2,,1,15000.0,15000.0
1000000140,414,645,2,,1,13500.0,13500.0
1000000141,335,545,1,1.0,1,13200.0,13200.0
1000000142,542,1208,2,,1,15000.0,15000.0
1000000142,542,1208,1,,1,13200.0,13200.0
1000000142,542,1208,1,,2,12000.0,24000.0
1000000143,158,551,1,1.0,3,12000.0,36000.0
1000000144,40,569,2,1.0,2,16500.0,33000.0
1000000145,566,1305,2,,2,15000.0,30000.0
1000000146,126,280,2,,3,15750.0,47250.0
1000000146,126,280,1,,3,12600.0,37800.0
1000000147,342,1338,2,,2,16500.0,33000.0
1000000147,342,1338,2,,2,15000.0,30000.0
1000000148,538,84,1,,3,12000.0,36000.0
1000000149,387,655,2,,1,15000.0,15000.0
1000000150,516,513,2,,2,16500.0,33000.0
1000000151,107,884,1,,3,12000.0,36000.0
1000000152,8,385,1,2.0,1,10800.0,10800.0
1000000153,527,723,1,2.0,1,12000.0,12000.0
1000000154,183,110,2,1.0,3,15750.0,47250.0
1000000155,43,1197,1,,1,12000.0,12000.0
1000000156,303,833,2,2.0,3,15000.0,45000.0
1000000157,392,371,1,,1,12000.0,12000.0
1000000157,392,371,2,,3,15750.0,47250.0
1000000158,115,905,2,1.0,2,15000.0,30000.0
1000000159,196,389,1,,1,12600.0,12600.0
1000000160,165,1299,2,,2,15000.0,30000.0
1000000161,295,725,2,,3,15000.0,45000.0
1000000162,578,645,1,,2,12000.0,24000.0
1000000163,55,584,1,,2,10800.0,21600.0
1000000164,419,436,1,,3,12000.0,36000.0
1000000164,419,436,2,,2,15000.0,30000.0
1000000165,605,293,1,,2,12000.0,24000.0
1000000166,574,1065,2,,1,15000.0,15000.0
1000000166,574,1065,2,,2,15750.0,31500.0
1000000167,384,1234,2,,1,13500.0,13500.0
1000000167,384,1234,1,,1,10800.0,10800.0
1000000167,384,1234,1,,2,12000.0,24000.0
1000000168,57,400,2,,3,13500.0,40500.0
1000000169,190,251,1,,1,12000.0,12000.0
1000000170,89,764,2,,2,15000.0,30000.0
1000000171,424,1490,1,,1,12000.0,12000.0
1000000172,128,181,1,,2,12000.0,24000.0
1000000173,533,693,2,,2,15750.0,31500.0
1000000174,251,672,1,2.0,1,12000.0,12000.0
1000000175,152,786,1,,1,12000.0,12000.0
1000000176,422,1347,2,2.0,1,16500.0,16500.0
1000000177,328,628,2,,1,13500.0,13500.0
1000000178,489,1485,2,2.0,1,15000.0,15000.0
1000000179,590,805,2,,3,15000.0,45000.0
1000000179,590,805,2,,2,15000.0,30000.0
1000000180,142,445,1,,2,12600.0,25200.0
1000000181,317,560,1,,2,12000.0,24000.0
1000000182,252,403,1,,2,13200.0,26400.0
1000000183,300,693,2,1.0,2,13500.0,27000.0
1000000184,497,274,2,2.0,1,15000.0,15000.0
1000000185,200,804,1,,3,12600.0,37800.0
1000000185,200,804,1,,2,12000.0,24000.0
1000000186,212,1495,1,,1,12000.0,12000.0
1000000187,409,48,1,1.0,3,12000.0,36000.0
1000000188,601,661,2,,2,15000.0,30000.0
1000000189,123,984,1,,3,12600.0,37800.0
1000000190,157,1384,1,,1,12000.0,12000.0
1000000191,625,788,2,,3,15000.0,45000.0
1000000191,625,788,1,,1,12000.0,12000.0
1000000191,625,788,1,,3,12600.0,37800.0
1000000192,68,456,1,2.0,1,12000.0,12000.0
1000000193,46,427,1,,3,12000.0,36000.0
1000000194,622,866,1,,1,12000.0,12000.0
1000000194,622,866,1,,3,12000.0,36000.0
1000000195,425,371,2,,1,15000.0,15000.0
1000000195,425,371,2,,2,16500.0,33000.0
1000000196,592,1000,2,,2,15000.0,30000.0
1000000197,100,1404,1,,1,12000.0,12000.0
1000000198,34,1159,1,,3,10800.0,32400.0
1000000199,444,1040,1,,2,13200.0,26400.0
1000000199,444,1040,1,,2,12000.0,24000.0
1000000200,269,464,1,,1,12000.0,12000.0
1000000201,321,166,1,,1,12600.0,12600.0
1000000201,321,166,2,,2,15750.0,31500.0
1000000202,452,1056,1,,3,12000.0,36000.0
1000000203,322,925,1,,3,12000.0,36000.0
1000000204,393,488,2,,1,15000.0,15000.0
1000000204,393,488,2,,2,15000.0,30000.0
1000000205,274,903,2,,1,15000.0,15000.0
1000000206,573,70,1,,2,12000.0,24000.0
1000000207,493,1459,1,,1,12600.0,12600.0
1000000208,467,500,2,2.0,3,16500.0,49500.0
1000000209,459,361,1,,2,12600.0,25200.0
1000000210,445,476,2,,1,15000.0,15000.0
1000000211,566,1400,1,1.0,3,12000.0,36000.0
1000000211,566,1400,2,1.0,2,15750.0,31500.0
1000000212,415,945,1,,1,12000.0,12000.0
1000000213,107,1443,2,,1,15750.0,15750.0
1000000214,201,1430,1,,2,12600.0,25200.0
1000000215,29,1330,2,,3,13500.0,40500.0
1000000215,29,1330,1,,1,13200.0,13200.0
1000000216,496,274,2,,1,16500.0,16500.0
1000000217,96,1251,2,2.0,1,15750.0,15750.0
1000000217,96,1251,2,2.0,3,15000.0,45000.0
1000000218,186,176,1,,1,10800.0,10800.0
1000000218,186,176,1,,2,12000.0,24000.0
1000000219,164,42,1,2.0,1,12000.0,12000.0
1000000219,164,42,1,2.0,3,12000.0,36000.0
1000000220,630,582,1,,1,12000.0,12000.0
1000000221,493,4,1,1.0,2,12000.0,24000.0
1000000222,243,569,1,2.0,2,12000.0,24000.0
1000000223,359,157,1,1.0,2,12600.0,25200.0
1000000224,447,649,2,,3,15000.0,45000.0
1000000225,583,1230,1,,3,12600.0,37800.0
1000000226,198,197,1,,3,10800.0,32400.0
1000000227,199,731,1,,3,12000.0,36000.0
1000000228,452,506,1,,3,12000.0,36000.0
1000000229,466,751,2,2.0,1,15000.0,15000.0
1000000230,364,485,1,,3,12000.0,36000.0
1000000231,160,823,2,,3,15750.0,47250.0
1000000232,418,680,1,,1,13200.0,13200.0
1000000232,418,680,1,,2,12000.0,24000.0
1000000233,324,417,2,,1,15000.0,15000.0
1000000234,514,677,1,,2,12000.0,24000.0
1000000235,276,1327,1,2.0,2,12000.0,24000.0
1000000236,370,593,1,1.0,1,12000.0,12000.0
1000000237,319,606,1,1.0,3,12000.0,36000.0
1000000238,447,137,1,2.0,2,10800.0,21600.0
1000000239,51,487,1,,1,12600.0,12600.0
1000000239,51,487,2,,3,13500.0,40500.0
1000000240,294,909,2,,2,15000.0,30000.0
1000000240,294,909,1,,1,12000.0,12000.0
1000000241,285,179,2,1.0,2,15000.0,30000.0
1000000241,285,179,1,1.0,3,12000.0,36000.0
1000000242,593,183,1,,3,12600.0,37800.0
1000000243,525,536,2,,1,16500.0,16500.0
1000000244,257,1341,1,1.0,2,10800.0,21600.0
1000000245,494,378,2,1.0,1,15000.0,15000.0
1000000245,494,378,2,1.0,2,13500.0,27000.0
1000000246,636,548,1,,3,12000.0,36000.0
1000000246,636,548,2,,2,13500.0,27000.0
1000000247,337,757,2,,1,15750.0,15750.0
1000000248,300,522,1,,1,12000.0,12000.0
1000000249,110,1384,1,,3,13200.0,39600.0
1000000250,265,473,2,,3,15750.0,47250.0
1000000251,75,1316,1,,3,12000.0,36000.0
1000000252,62,1356,2,1.0,3,15000.0,45000.0
1000000253,479,266,1,,2,12600.0,25200.0
1000000253,479,266,1,,2,12000.0,24000.0
1000000254,287,1359,1,2.0,2,10800.0,21600.0
1000000255,226,843,2,,1,15000.0,15000.0
1000000256,275,599,1,,2,12000.0,24000.0
1000000257,516,1048,2,1.0,2,15000.0,30000.0
1000000258,361,319,2,,2,15000.0,30000.0
1000000259,613,846,1,,2,13200.0,26400.0
1000000260,347,1491,2,,2,16500.0,33000.0
1000000261,592,79,1,,2,12000.0,24000.0
1000000262,323,748,1,,3,12000.0,36000.0
1000000263,366,537,2,,3,15000.0,45000.0
1000000264,597,303,1,2.0,1,12600.0,12600.0
1000000264,597,303,2,2.0,3,15750.0,47250.0
1000000265,118,1065,1,,3,13200.0,39600.0
1000000265,118,1065,1,,1,13200.0,13200.0
1000000266,493,606,1,,2,12000.0,24000.0
1000000266,493,606,2,,1,16500.0,16500.0
1000000267,60,553,2,,2,15000.0,30000.0
1000000268,439,656,1,,1,12000.0,12000.0
1000000269,287,786,2,,3,15750.0,47250.0
1000000269,287,786,1,,2,12000.0,24000.0
1000000270,47,663,1,1.0,1,12000.0,12000.0
1000000271,43,833,1,,3,12000.0,36000.0
1000000272,299,844,1,,2,13200.0,26400.0
1000000273,61,720,1,,3,12000.0,36000.0
1000000274,272,169,1,1.0,2,12000.0,24000.0
1000000274,272,169,2,1.0,3,13500.0,40500.0
1000000275,173,969,1,,1,12000.0,12000.0
1000000276,512,268,1,,2,12000.0,24000.0
1000000277,288,122,2,1.0,2,15000.0,30000.0
1000000277,288,122,1,1.0,1,12000.0,12000.0
1000000278,429,617,1,,2,10800.0,21600.0
1000000279,593,608,2,,3,15000.0,45000.0
1000000280,202,732,2,1.0,1,15000.0,15000.0
1000000280,202,732,1,1.0,1,12600.0,12600.0
1000000281,436,211,1,,2,12000.0,24000.0
1000000281,436,211,1,,2,10800.0,21600.0
1000000282,363,475,1,,2,10800.0,21600.0
1000000283,568,949,2,,1,13500.0,13500.0
1000000284,69,426,2,2.0,2,15000.0,30000.0
1000000285,304,386,2,,1,15000.0,15000.0
1000000286,193,500,2,,2,15000.0,30000.0
1000000287,534,677,2,1.0,3,15000.0,45000.0
1000000288,398,33,1,1.0,1,12000.0,12000.0
1000000289,423,194,2,,3,15750.0,47250.0
1000000289,423,194,2,,2,13500.0,27000.0
1000000290,309,78,1,,1,12000.0,12000.0
1000000290,309,78,2,,3,13500.0,40500.0
1000000290,309,78,1,,3,13200.0,39600.0
1000000291,291,102,2,,3,16500.0,49500.0
1000000292,485,1072,2,,1,15000.0,15000.0
1000000292,485,1072,1,,1,12600.0,12600.0
1000000293,599,754,1,,2,12000.0,24000.0
1000000294,113,195,1,,3,12000.0,36000.0
1000000295,452,862,1,,2,10800.0,21600.0
1000000296,180,240,2,2.0,1,15000.0,15000.0
1000000297,589,682,2,1.0,3,15000.0,45000.0
1000000298,309,849,1,1.0,3,12000.0,36000.0
1000000299,127,807,1,,3,12000.0,36000.0
1000000300,324,901,1,,3,12000.0,36000.0
1000000300,324,901,1,,1,12000.0,12000.0
1000000301,127,61,1,,2,12000.0,24000.0
1000000302,585,1082,2,,2,13500.0,27000.0
1000000302,585,1082,2,,2,16500.0,33000.0
1000000303,76,1286,1,,3,12000.0,36000.0
1000000304,75,1416,2,,1,15000.0,15000.0
1000000304,75,1416,2,,3,15750.0,47250.0
1000000304,75,1416,2,,3,13500.0,40500.0
1000000305,469,979,1,,2,12600.0,25200.0
1000000306,120,800,2,,3,15000.0,45000.0
1000000306,120,800,1,,2,13200.0,26400.0
1000000307,256,800,2,,1,15000.0,15000.0
1000000308,87,757,2,,1,15000.0,15000.0
1000000309,100,1194,1,1.0,3,12600.0,37800.0
1000000310,370,673,1,,2,12000.0,24000.0
1000000311,373,1266,2,2.0,2,15750.0,31500.0
1000000312,420,7,2,2.0,2,15750.0,31500.0
1000000313,505,1040,2,,3,15000.0,45000.0
1000000313,505,1040,2,,1,15000.0,15000.0
1000000314,289,873,2,,1,15000.0,15000.0
1000000314,289,873,1,,1,12000.0,12000.0
1000000315,491,1336,2,,1,15750.0,15750.0
1000000315,491,1336,2,,2,15000.0,30000.0
1000000316,483,708,2,1.0,1,15750.0,15750.0
1000000316,483,708,2,1.0,3,15000.0,45000.0
1000000317,229,380,2,,2,16500.0,33000.0
1000000318,280,634,1,,1,12600.0,12600.0
1000000319,111,578,1,,1,12000.0,12000.0
1000000320,596,1479,2,,1,15000.0,15000.0
1000000321,580,1399,2,,3,15000.0,45000.0
1000000321,580,1399,2,,2,16500.0,33000.0
1000000322,325,522,1,,3,10800.0,32400.0
1000000323,457,247,1,1.0,2,10800.0,21600.0
1000000323,457,247,1,1.0,2,12600.0,25200.0
1000000324,377,96,2,,2,16500.0,33000.0
1000000324,377,96,1,,2,12600.0,25200.0
1000000325,288,798,1,2.0,2,13200.0,26400.0
1000000326,168,21,1,,3,12000.0,36000.0
1000000327,375,1236,1,,2,12600.0,25200.0
1000000328,407,130,2,,3,13500.0,40500.0
1000000328,407,130,2,,2,15000.0,30000.0
1000000329,75,169,1,,3,13200.0,39600.0
1000000330,349,973,1,2.0,2,12000.0,24000.0
1000000331,359,1449,2,,3,15000.0,45000.0
1000000331,359,1449,2,,1,15750.0,15750.0
1000000332,626,210,1,,3,12000.0,36000.0
1000000332,626,210,2,,1,15000.0,15000.0
1000000333,351,737,1,,1,13200.0,13200.0
1000000334,493,1350,1,,2,12000.0,24000.0
1000000334,493,1350,1,,3,12000.0,36000.0
1000000335,41,170,2,,3,16500.0,49500.0
1000000335,41,170,1,,1,12000.0,12000.0
1000000336,201,217,1,,1,12000.0,12000.0
1000000336,201,217,1,,2,13200.0,26400.0
1000000337,256,254,2,,1,15000.0,15000.0
1000000338,82,1400,2,,2,13500.0,27000.0
1000000338,82,1400,1,,1,12000.0,12000.0
1000000339,494,1213,2,,3,15000.0,45000.0
1000000340,218,1410,1,,1,12000.0,12000.0
1000000341,356,128,1,2.0,2,12600.0,25200.0
1000000342,280,499,2,,1,15000.0,15000.0
1000000343,224,494,1,,1,12600.0,12600.0
1000000343,224,494,1,,1,12000.0,12000.0
1000000344,205,755,2,,2,16500.0,33000.0
1000000345,122,518,1,,3,12600.0,37800.0
1000000346,437,1171,1,,3,12000.0,36000.0
1000000347,231,1261,2,,3,15000.0,45000.0
1000000348,320,468,1,,1,10800.0,10800.0
1000000349,242,503,1,,3,12000.0,36000.0
1000000350,78,1073,1,,3,12000.0,36000.0
1000000351,124,997,2,1.0,2,15000.0,30000.0
1000000352,413,435,2,,2,15750.0,31500.0
1000000353,494,1401,1,,3,12000.0,36000.0
1000000354,495,202,1,,1,13200.0,13200.0
1000000355,344,920,2,,3,15000.0,45000.0
1000000356,522,1101,2,,3,15000.0,45000.0
1000000357,60,305,1,,1,12000.0,12000.0
1000000358,555,268,2,,2,15000.0,30000.0
1000000359,191,636,2,,2,15000.0,30000.0
1000000360,267,736,1,,2,12000.0,24000.0
1000000360,267,736,1,,3,10800.0,32400.0
1000000361,385,938,1,,3,13200.0,39600.0
1000000361,385,938,1,,2,12000.0,24000.0
1000000362,227,356,1,,3,12000.0,36000.0
1000000363,159,544,1,,1,12000.0,12000.0
1000000364,596,952,1,2.0,2,12600.0,25200.0
1000000365,598,1016,1,,3,12000.0,36000.0
1000000366,562,1183,2,,3,15750.0,47250.0
1000000367,475,1154,2,,2,13500.0,27000.0
1000000368,307,1056,1,,2,12000.0,24000.0
1000000369,346,666,1,1.0,3,12000.0,36000.0
1000000370,596,1010,2,2.0,2,15750.0,31500.0
1000000371,15,977,2,,2,15000.0,30000.0
1000000372,234,172,1,,1,12600.0,12600.0
1000000373,49,1179,1,,1,12600.0,12600.0
1000000374,470,1048,2,2.0,3,15000.0,45000.0
1000000375,541,480,2,,1,15750.0,15750.0
1000000376,350,164,2,2.0,3,15000.0,45000.0
1000000377,215,902,2,1.0,2,15000.0,30000.0
1000000378,614,1096,2,,3,13500.0,40500.0
1000000379,532,1208,1,,1,10800.0,10800.0
1000000380,165,538,2,2.0,2,16500.0,33000.0
1000000380,165,538,2,2.0,2,13500.0,27000.0
1000000381,504,695,2,,2,15750.0,31500.0
1000000381,504,695,1,,3,12600.0,37800.0
1000000382,173,766,2,,2,15000.0,30000.0
1000000383,325,295,2,2.0,2,16500.0,33000.0
1000000383,325,295,2,2.0,1,13500.0,13500.0
1000000384,525,864,1,,3,12000.0,36000.0
1000000385,132,314,2,2.0,2,15750.0,31500.0
1000000385,132,314,2,2.0,1,15000.0,15000.0
1000000385,132,314,1,2.0,3,10800.0,32400.0
1000000386,297,299,2,1.0,1,15000.0,15000.0
1000000387,452,786,1,,3,12000.0,36000.0
1000000388,155,356,2,,2,15000.0,30000.0
1000000388,155,356,2,,1,15000.0,15000.0
1000000389,124,792,1,,1,10800.0,10800.0
1000000390,76,88,2,,1,15750.0,15750.0
1000000391,38,1426,2,,1,15000.0,15000.0
1000000392,228,1,2,2.0,2,15000.0,30000.0
1000000393,80,803,1,,1,12000.0,12000.0
1000000394,578,589,2,,3,13500.0,40500.0
1000000395,153,1238,1,,3,12600.0,37800.0
1000000396,227,293,1,,3,13200.0,39600.0
1000000396,227,293,1,,1,12600.0,12600.0
1000000397,552,882,1,,1,12000.0,12000.0
1000000398,89,913,2,,2,15000.0,30000.0
1000000398,89,913,1,,3,12000.0,36000.0
1000000399,277,960,2,2.0,1,15000.0,15000.0
1000000399,277,960,1,2.0,3,12000.0,36000.0
1000000400,438,1084,1,1.0,1,12600.0,12600.0
1000000401,541,1411,2,2.0,3,13500.0,40500.0
1000000402,354,889,1,,3,13200.0,39600.0
1000000403,349,814,2,,3,15000.0,45000.0
1000000404,437,293,1,,2,13200.0,26400.0
1000000404,437,293,1,,1,12000.0,12000.0
1000000405,232,1121,2,,2,15000.0,30000.0
1000000405,232,1121,1,,3,13200.0,39600.0
1000000406,238,696,2,1.0,3,15000.0,45000.0
1000000407,543,331,1,,1,12000.0,12000.0
1000000407,543,331,2,,1,15000.0,15000.0
1000000408,317,106,2,,2,15750.0,31500.0
1000000409,612,918,1,2.0,3,12000.0,36000.0
1000000410,567,305,1,,3,12000.0,36000.0
1000000411,313,381,2,,3,13500.0,40500.0
1000000412,324,176,1,,2,12000.0,24000.0
1000000413,148,1269,1,2.0,2,12000.0,24000.0
1000000414,498,128,1,,2,12600.0,25200.0
1000000414,498,128,2,,1,15000.0,15000.0
1000000415,486,424,2,2.0,1,15000.0,15000.0
1000000416,521,7,2,,2,16500.0,33000.0
1000000417,90,105,1,,2,13200.0,26400.0
1000000418,179,1415,2,,2,15000.0,30000.0
1000000418,179,1415,1,,1,12000.0,12000.0
1000000419,82,283,2,,2,15000.0,30000.0
1000000419,82,283,1,,3,12600.0,37800.0
1000000420,344,1430,1,2.0,1,12000.0,12000.0
1000000421,244,673,1,,3,12000.0,36000.0
1000000422,419,1419,2,,2,15000.0,30000.0
1000000423,526,39,1,1.0,2,12000.0,24000.0
1000000424,191,189,1,,1,12000.0,12000.0
1000000425,635,526,1,2.0,1,10800.0,10800.0
1000000426,192,790,1,,3,12000.0,36000.0
1000000427,188,464,2,,1,13500.0,13500.0
1000000427,188,464,1,,2,12000.0,24000.0
1000000428,50,262,2,,2,15000.0,30000.0
