order_id,order_date_sk,customer_sk,store_sk,status,subtotal,tax_amount,shipping_fee,total_amount
1000000044,611,562,,FULFILLED,73500.0,15435.0,1500.0,90435.0
1000000045,32,998,,FULFILLED,36000.0,7560.0,900.0,44460.0
1000000046,12,276,,FULFILLED,33000.0,6930.0,0.0,39930.0
1000000047,68,1469,2.0,FULFILLED,10800.0,2268.0,0.0,13068.0
1000000048,257,408,2.0,CREATED,23520.0,4939.2,0.0,28459.2
1000000049,224,1360,2.0,FULFILLED,40500.0,8505.0,0.0,49005.0
1000000050,207,1423,,FULFILLED,28500.0,5985.0,1200.0,35685.0
1000000051,259,741,,FULFILLED,30870.0,6482.7,900.0,38252.7
1000000052,309,969,,FULFILLED,70560.0,14817.6,0.0,85377.6
1000000053,223,729,,CANCELLED,27000.0,5670.0,900.0,33570.0
1000000054,76,251,,PAID,12348.0,2593.08,0.0,14941.08
1000000055,570,1087,1.0,PAID,42750.0,8977.5,0.0,51727.5
1000000056,468,659,,FULFILLED,71025.0,14915.25,1200.0,87140.25
1000000057,418,338,,FULFILLED,28425.0,5969.25,0.0,34394.25
1000000058,265,1068,,CANCELLED,43350.0,9103.5,1500.0,53953.5
1000000059,183,958,,FULFILLED,64200.0,13482.0,0.0,77682.0
1000000060,56,428,,CANCELLED,29160.0,6123.6,0.0,35283.6
1000000061,426,1337,,FULFILLED,12000.0,2520.0,1200.0,15720.0
1000000062,358,1442,,FULFILLED,45000.0,9450.0,0.0,54450.0
1000000063,151,939,,FULFILLED,37044.0,7779.24,1500.0,46323.24
1000000064,429,1409,,FULFILLED,14850.0,3118.5,1200.0,19168.5
1000000065,261,1062,,FULFILLED,35280.0,7408.8,1200.0,43888.8
1000000066,26,988,,CANCELLED,35280.0,7408.8,1200.0,43888.8
1000000067,467,778,,REFUNDED,14700.0,3087.0,900.0,18687.0
1000000068,336,77,,PAID,84435.0,17731.35,0.0,102166.35
1000000069,164,700,,FULFILLED,44100.0,9261.0,0.0,53361.0
1000000070,572,425,,PAID,12000.0,2520.0,900.0,15420.0
1000000071,204,1271,,FULFILLED,11760.0,2469.6,0.0,14229.6
1000000072,33,1129,,PAID,12825.0,2693.25,1500.0,17018.25
1000000073,342,1224,,PAID,15435.0,3241.35,900.0,19576.35
1000000074,349,446,,FULFILLED,56340.0,11831.4,900.0,69071.4
1000000075,447,867,,FULFILLED,29400.0,6174.0,900.0,36474.0
1000000076,61,127,,FULFILLED,23520.0,4939.2,1200.0,29659.2
1000000077,339,874,1.0,PAID,23520.0,4939.2,0.0,28459.2
1000000078,375,814,,FULFILLED,40650.0,8536.5,0.0,49186.5
1000000079,625,1189,,PAID,32400.0,6804.0,1200.0,40404.0
1000000080,316,584,,FULFILLED,14700.0,3087.0,900.0,18687.0
1000000081,399,1433,,FULFILLED,52800.0,11088.0,900.0,64788.0
1000000082,630,670,,FULFILLED,34200.0,7182.0,1200.0,42582.0
1000000083,41,464,,REFUNDED,38100.0,8001.0,1200.0,47301.0
1000000084,330,535,,PAID,15000.0,3150.0,900.0,19050.0
1000000085,426,655,,FULFILLED,12348.0,2593.08,1500.0,16441.08
1000000086,596,833,,FULFILLED,10800.0,2268.0,1200.0,14268.0
1000000087,348,490,,CANCELLED,11400.0,2394.0,1200.0,14994.0
1000000088,34,360,,FULFILLED,56400.0,11844.0,900.0,69144.0
1000000089,535,1227,,FULFILLED,14250.0,2992.5,1200.0,18442.5
1000000090,27,624,,FULFILLED,36825.0,7733.25,900.0,45458.25
1000000091,48,228,,FULFILLED,91192.5,19150.42,0.0,110342.92
1000000092,165,770,,FULFILLED,30000.0,6300.0,900.0,37200.0
1000000093,319,54,2.0,FULFILLED,84675.0,17781.75,0.0,102456.75
1000000094,362,1006,,PAID,74700.0,15687.0,0.0,90387.0
1000000095,634,247,,FULFILLED,48510.0,10187.1,1200.0,59897.1
1000000096,509,1127,,FULFILLED,35280.0,7408.8,0.0,42688.8
1000000097,164,757,2.0,FULFILLED,15435.0,3241.35,0.0,18676.35
1000000098,382,520,,FULFILLED,35910.0,7541.1,900.0,44351.1
1000000099,58,258,,FULFILLED,12000.0,2520.0,0.0,14520.0
1000000100,212,467,,CANCELLED,23148.0,4861.08,900.0,28909.08
1000000101,90,3,,PAID,36000.0,7560.0,900.0,44460.0
1000000102,324,334,,FULFILLED,35280.0,7408.8,1200.0,43888.8
1000000103,85,802,,CREATED,30780.0,6463.8,0.0,37243.8
1000000104,83,999,,REFUNDED,30000.0,6300.0,1200.0,37500.0
1000000105,133,176,,FULFILLED,21600.0,4536.0,1200.0,27336.0
1000000106,405,801,,FULFILLED,15000.0,3150.0,900.0,19050.0
1000000107,143,1113,,FULFILLED,34020.0,7144.2,900.0,42064.2
1000000108,551,810,,FULFILLED,46305.0,9724.05,0.0,56029.05
1000000109,113,581,,FULFILLED,33000.0,6930.0,0.0,39930.0
1000000110,521,1284,2.0,CANCELLED,68070.0,14294.7,0.0,82364.7
1000000111,355,1333,,FULFILLED,15435.0,3241.35,1200.0,19876.35
1000000112,425,24,2.0,PAID,76770.0,16121.7,0.0,92891.7
1000000113,21,1222,1.0,CANCELLED,12936.0,2716.56,0.0,15652.56
1000000114,261,63,1.0,PAID,9720.0,2041.2,0.0,11761.2
1000000115,50,1078,,REFUNDED,21600.0,4536.0,1500.0,27636.0
1000000116,183,1091,,FULFILLED,39600.0,8316.0,1200.0,49116.0
1000000117,385,524,,FULFILLED,24000.0,5040.0,1200.0,30240.0
1000000118,594,1229,,FULFILLED,38808.0,8149.68,900.0,47857.68
1000000119,563,458,,FULFILLED,14700.0,3087.0,0.0,17787.0
1000000120,109,68,,FULFILLED,11760.0,2469.6,0.0,14229.6
1000000121,355,959,,FULFILLED,37620.0,7900.2,0.0,45520.2
1000000122,608,356,1.0,FULFILLED,36000.0,7560.0,0.0,43560.0
1000000123,541,530,,CANCELLED,14700.0,3087.0,1200.0,18987.0
1000000124,37,1420,,FULFILLED,54684.0,11483.64,1200.0,67367.64
1000000125,191,279,,FULFILLED,51300.0,10773.0,0.0,62073.0
1000000126,164,779,,FULFILLED,15000.0,3150.0,0.0,18150.0
1000000127,59,1383,,FULFILLED,56850.0,11938.5,1200.0,69988.5
1000000128,476,1189,,CANCELLED,82620.0,17350.2,1500.0,101470.2
1000000129,626,1016,,FULFILLED,62280.0,13078.8,1500.0,76858.8
1000000130,507,595,,PAID,12150.0,2551.5,0.0,14701.5
1000000131,25,902,,FULFILLED,39600.0,8316.0,0.0,47916.0
1000000132,208,317,,FULFILLED,26460.0,5556.6,1200.0,33216.6
1000000133,166,1229,2.0,FULFILLED,15000.0,3150.0,0.0,18150.0
1000000134,6,279,,FULFILLED,62280.0,13078.8,0.0,75358.8
1000000135,151,1498,,PAID,33000.0,6930.0,0.0,39930.0
1000000136,386,140,,FULFILLED,28500.0,5985.0,0.0,34485.0
1000000137,320,1115,,PAID,11760.0,2469.6,0.0,14229.6
1000000138,3,1240,,PAID,34200.0,7182.0,1500.0,42882.0
1000000139,97,590,,FULFILLED,13500.0,2835.0,1200.0,17535.0
1000000140,414,645,,FULFILLED,13230.0,2778.3,0.0,16008.3
1000000141,335,545,1.0,REFUNDED,11880.0,2494.8,0.0,14374.8
1000000142,542,1208,,REFUNDED,50706.0,10648.26,1500.0,62854.26
1000000143,158,551,1.0,FULFILLED,66600.0,13986.0,0.0,80586.0
1000000144,40,569,1.0,CANCELLED,29700.0,6237.0,0.0,35937.0
1000000145,566,1305,,FULFILLED,30000.0,6300.0,1500.0,37800.0
1000000146,126,280,,FULFILLED,82687.5,17364.38,900.0,100951.88
1000000147,342,1338,,FULFILLED,59340.0,12461.4,900.0,72701.4
1000000148,538,84,,FULFILLED,35280.0,7408.8,1200.0,43888.8
1000000149,387,655,,FULFILLED,13500.0,2835.0,900.0,17235.0
1000000150,516,513,,FULFILLED,32340.0,6791.4,0.0,39131.4
1000000151,107,884,,FULFILLED,35280.0,7408.8,0.0,42688.8
1000000152,8,385,2.0,FULFILLED,9720.0,2041.2,0.0,11761.2
1000000153,527,723,2.0,CANCELLED,10800.0,2268.0,0.0,13068.0
1000000154,183,110,1.0,PAID,42525.0,8930.25,0.0,51455.25
1000000155,43,1197,,FULFILLED,12000.0,2520.0,900.0,15420.0
1000000156,303,833,2.0,FULFILLED,42750.0,8977.5,0.0,51727.5
1000000157,392,371,,CANCELLED,59250.0,12442.5,0.0,71692.5
1000000158,115,905,1.0,FULFILLED,30000.0,6300.0,0.0,36300.0
1000000159,196,389,,FULFILLED,12348.0,2593.08,1200.0,16141.08
1000000160,165,1299,,FULFILLED,29400.0,6174.0,0.0,35574.0
1000000161,295,725,,FULFILLED,45000.0,9450.0,900.0,55350.0
1000000162,578,645,,PAID,22800.0,4788.0,0.0,27588.0
1000000163,55,584,,FULFILLED,21600.0,4536.0,900.0,27036.0
1000000164,419,436,,FULFILLED,63000.0,13230.0,900.0,77130.0
1000000165,605,293,,FULFILLED,23520.0,4939.2,1500.0,29959.2
1000000166,574,1065,,FULFILLED,43425.0,9119.25,1200.0,53744.25
1000000167,384,1234,,CANCELLED,47085.0,9887.85,1200.0,58172.85
1000000168,57,400,,CANCELLED,40500.0,8505.0,1200.0,50205.0
1000000169,190,251,,FULFILLED,10800.0,2268.0,1200.0,14268.0
1000000170,89,764,,PAID,30000.0,6300.0,0.0,36300.0
1000000171,424,1490,,CREATED,11760.0,2469.6,1200.0,15429.6
1000000172,128,181,,FULFILLED,22800.0,4788.0,900.0,28488.0
1000000173,533,693,,FULFILLED,31500.0,6615.0,1200.0,39315.0
1000000174,251,672,2.0,FULFILLED,11760.0,2469.6,0.0,14229.6
1000000175,152,786,,PAID,12000.0,2520.0,900.0,15420.0
1000000176,422,1347,2.0,FULFILLED,14850.0,3118.5,0.0,17968.5
1000000177,328,628,,FULFILLED,12825.0,2693.25,1200.0,16718.25
1000000178,489,1485,2.0,PAID,13500.0,2835.0,0.0,16335.0
1000000179,590,805,,FULFILLED,72600.0,15246.0,900.0,88746.0
1000000180,142,445,,FULFILLED,25200.0,5292.0,1200.0,31692.0
1000000181,317,560,,FULFILLED,23520.0,4939.2,900.0,29359.2
1000000182,252,403,,FULFILLED,25080.0,5266.8,1200.0,31546.8
1000000183,300,693,1.0,PAID,27000.0,5670.0,0.0,32670.0
1000000184,497,274,2.0,PAID,13500.0,2835.0,0.0,16335.0
1000000185,200,804,,FULFILLED,59844.0,12567.24,1200.0,73611.24
1000000186,212,1495,,FULFILLED,11400.0,2394.0,900.0,14694.0
1000000187,409,48,1.0,REFUNDED,32400.0,6804.0,0.0,39204.0
1000000188,601,661,,FULFILLED,27000.0,5670.0,0.0,32670.0
1000000189,123,984,,PAID,37044.0,7779.24,900.0,45723.24
1000000190,157,1384,,PAID,11760.0,2469.6,0.0,14229.6
1000000191,625,788,,CANCELLED,88344.0,18552.24,0.0,106896.24
1000000192,68,456,2.0,PAID,12000.0,2520.0,0.0,14520.0
1000000193,46,427,,FULFILLED,32400.0,6804.0,1200.0,40404.0
1000000194,622,866,,FULFILLED,45000.0,9450.0,0.0,54450.0
1000000195,425,371,,FULFILLED,45840.0,9626.4,1200.0,56666.4
1000000196,592,1000,,FULFILLED,30000.0,6300.0,1200.0,37500.0
1000000197,100,1404,,FULFILLED,10800.0,2268.0,1200.0,14268.0
1000000198,34,1159,,FULFILLED,29160.0,6123.6,900.0,36183.6
1000000199,444,1040,,FULFILLED,48000.0,10080.0,1200.0,59280.0
1000000200,269,464,,FULFILLED,21600.0,4536.0,900.0,27036.0
1000000201,321,166,,REFUNDED,40950.0,8599.5,1200.0,50749.5
1000000202,452,1056,,FULFILLED,36000.0,7560.0,0.0,43560.0
1000000203,322,925,,FULFILLED,32400.0,6804.0,0.0,39204.0
1000000204,393,488,,CANCELLED,40500.0,8505.0,1200.0,50205.0
1000000205,274,903,,FULFILLED,14700.0,3087.0,0.0,17787.0
1000000206,573,70,,PAID,23520.0,4939.2,1200.0,29659.2
1000000207,493,1459,,FULFILLED,12348.0,2593.08,900.0,15841.08
1000000208,467,500,2.0,FULFILLED,44550.0,9355.5,0.0,53905.5
1000000209,459,361,,FULFILLED,25200.0,5292.0,1200.0,31692.0
1000000210,445,476,,FULFILLED,13500.0,2835.0,1500.0,17835.0
1000000211,566,1400,1.0,REFUNDED,66780.0,14023.8,0.0,80803.8
1000000212,415,945,,FULFILLED,11760.0,2469.6,900.0,15129.6
1000000213,107,1443,,FULFILLED,15750.0,3307.5,1500.0,20557.5
1000000214,201,1430,,FULFILLED,22680.0,4762.8,900.0,28342.8
1000000215,29,1330,,FULFILLED,51015.0,10713.15,900.0,62628.15
1000000216,496,274,,FULFILLED,15675.0,3291.75,900.0,19866.75
1000000217,96,1251,2.0,FULFILLED,59962.5,12592.12,0.0,72554.62
1000000218,186,176,,FULFILLED,31860.0,6690.6,1200.0,39750.6
1000000219,164,42,2.0,PAID,45000.0,9450.0,0.0,54450.0
1000000220,630,582,,FULFILLED,11400.0,2394.0,900.0,14694.0
1000000221,493,4,1.0,FULFILLED,23520.0,4939.2,0.0,28459.2
1000000222,243,569,2.0,FULFILLED,21600.0,4536.0,0.0,26136.0
1000000223,359,157,1.0,PAID,22680.0,4762.8,0.0,27442.8
1000000224,447,649,,FULFILLED,40500.0,8505.0,1200.0,50205.0
1000000225,583,1230,,FULFILLED,34020.0,7144.2,0.0,41164.2
1000000226,198,197,,FULFILLED,29160.0,6123.6,1200.0,36483.6
1000000227,199,731,,FULFILLED,35280.0,7408.8,1200.0,43888.8
1000000228,452,506,,FULFILLED,35280.0,7408.8,900.0,43588.8
1000000229,466,751,2.0,CANCELLED,13500.0,2835.0,0.0,16335.0
1000000230,364,485,,FULFILLED,32400.0,6804.0,900.0,40104.0
1000000231,160,823,,PAID,47250.0,9922.5,900.0,58072.5
1000000232,418,680,,PAID,36936.0,7756.56,1200.0,45892.56
1000000233,324,417,,FULFILLED,15000.0,3150.0,900.0,19050.0
1000000234,514,677,,FULFILLED,23520.0,4939.2,1200.0,29659.2
1000000235,276,1327,2.0,CANCELLED,21600.0,4536.0,0.0,26136.0
1000000236,370,593,1.0,FULFILLED,24000.0,5040.0,0.0,29040.0
1000000237,319,606,1.0,FULFILLED,36000.0,7560.0,0.0,43560.0
1000000238,447,137,2.0,PAID,21168.0,4445.28,0.0,25613.28
1000000239,51,487,,FULFILLED,51660.0,10848.6,900.0,63408.6
1000000240,294,909,,REFUNDED,39000.0,8190.0,900.0,48090.0
1000000241,285,179,1.0,FULFILLED,59400.0,12474.0,0.0,71874.0
1000000242,593,183,,CANCELLED,37044.0,7779.24,1200.0,46023.24
1000000243,525,536,,FULFILLED,16500.0,3465.0,0.0,19965.0
1000000244,257,1341,1.0,FULFILLED,20520.0,4309.2,0.0,24829.2
1000000245,494,378,1.0,REFUNDED,40350.0,8473.5,0.0,48823.5
1000000246,636,548,,CANCELLED,61650.0,12946.5,0.0,74596.5
1000000247,337,757,,FULFILLED,15435.0,3241.35,900.0,19576.35
1000000248,300,522,,FULFILLED,10800.0,2268.0,0.0,13068.0
1000000249,110,1384,,FULFILLED,39600.0,8316.0,0.0,47916.0
1000000250,265,473,,FULFILLED,42525.0,8930.25,1500.0,52955.25
1000000251,75,1316,,FULFILLED,34200.0,7182.0,0.0,41382.0
1000000252,62,1356,1.0,FULFILLED,44100.0,9261.0,0.0,53361.0
1000000253,479,266,,REFUNDED,46296.0,9722.16,0.0,56018.16
1000000254,287,1359,2.0,FULFILLED,21168.0,4445.28,0.0,25613.28
1000000255,226,843,,FULFILLED,14700.0,3087.0,900.0,18687.0
1000000256,275,599,,FULFILLED,23520.0,4939.2,1200.0,29659.2
1000000257,516,1048,1.0,FULFILLED,57900.0,12159.0,0.0,70059.0
1000000258,361,319,,FULFILLED,28500.0,5985.0,900.0,35385.0
1000000259,613,846,,REFUNDED,25872.0,5433.12,1500.0,32805.12
1000000260,347,1491,,FULFILLED,33000.0,6930.0,1200.0,41130.0
1000000261,592,79,,FULFILLED,24000.0,5040.0,0.0,29040.0
1000000262,323,748,,FULFILLED,35280.0,7408.8,900.0,43588.8
1000000263,366,537,,PAID,40500.0,8505.0,900.0,49905.0
1000000264,597,303,2.0,PAID,57645.0,12105.45,0.0,69750.45
1000000265,118,1065,,FULFILLED,52536.0,11032.56,900.0,64468.56
1000000266,493,606,,FULFILLED,39195.0,8230.95,900.0,48325.95
1000000267,60,553,,FULFILLED,27000.0,5670.0,1200.0,33870.0
1000000268,439,656,,CANCELLED,11400.0,2394.0,0.0,13794.0
1000000269,287,786,,CANCELLED,69105.0,14512.05,0.0,83617.05
1000000270,47,663,1.0,FULFILLED,11760.0,2469.6,0.0,14229.6
1000000271,43,833,,REFUNDED,71280.0,14968.8,1200.0,87448.8
1000000272,299,844,,FULFILLED,26400.0,5544.0,1200.0,33144.0
1000000273,61,720,,FULFILLED,35280.0,7408.8,900.0,43588.8
1000000274,272,169,1.0,FULFILLED,63690.0,13374.9,0.0,77064.9
1000000275,173,969,,FULFILLED,21600.0,4536.0,1200.0,27336.0
1000000276,512,268,,PAID,24000.0,5040.0,0.0,29040.0
1000000277,288,122,1.0,FULFILLED,42000.0,8820.0,0.0,50820.0
1000000278,429,617,,FULFILLED,21600.0,4536.0,1500.0,27636.0
1000000279,593,608,,CANCELLED,44100.0,9261.0,900.0,54261.0
1000000280,202,732,1.0,FULFILLED,27300.0,5733.0,0.0,33033.0
1000000281,436,211,,FULFILLED,43968.0,9233.28,900.0,54101.28
1000000282,363,475,,FULFILLED,19440.0,4082.4,900.0,24422.4
1000000283,568,949,,FULFILLED,12825.0,2693.25,1200.0,16718.25
1000000284,69,426,2.0,FULFILLED,58500.0,12285.0,0.0,70785.0
1000000285,304,386,,CANCELLED,15000.0,3150.0,1200.0,19350.0
1000000286,193,500,,FULFILLED,29400.0,6174.0,1500.0,37074.0
1000000287,534,677,1.0,PAID,42750.0,8977.5,0.0,51727.5
1000000288,398,33,1.0,PAID,11760.0,2469.6,0.0,14229.6
1000000289,423,194,,CANCELLED,73710.0,15479.1,1200.0,90389.1
1000000290,309,78,,FULFILLED,85830.0,18024.3,1500.0,105354.3
1000000291,291,102,,PAID,47025.0,9875.25,0.0,56900.25
1000000292,485,1072,,PAID,26670.0,5600.7,0.0,32270.7
1000000293,599,754,,PAID,21600.0,4536.0,900.0,27036.0
1000000294,113,195,,CANCELLED,36000.0,7560.0,900.0,44460.0
1000000295,452,862,,REFUNDED,20520.0,4309.2,0.0,24829.2
1000000296,180,240,2.0,PAID,15000.0,3150.0,0.0,18150.0
1000000297,589,682,1.0,REFUNDED,44100.0,9261.0,0.0,53361.0
1000000298,309,849,1.0,FULFILLED,34200.0,7182.0,0.0,41382.0
1000000299,127,807,,FULFILLED,36000.0,7560.0,0.0,43560.0
1000000300,324,901,,FULFILLED,44160.0,9273.6,1200.0,54633.6
1000000301,127,61,,PAID,24000.0,5040.0,0.0,29040.0
1000000302,585,1082,,CANCELLED,56700.0,11907.0,900.0,69507.0
1000000303,76,1286,,PAID,32400.0,6804.0,0.0,39204.0
1000000304,75,1416,,FULFILLED,98077.5,20596.27,1200.0,119873.77
1000000305,469,979,,FULFILLED,25200.0,5292.0,1200.0,31692.0
1000000306,120,800,,FULFILLED,69150.0,14521.5,0.0,83671.5
1000000307,256,800,,FULFILLED,13500.0,2835.0,1500.0,17835.0
1000000308,87,757,,PAID,13500.0,2835.0,1500.0,17835.0
1000000309,100,1194,1.0,CANCELLED,37800.0,7938.0,0.0,45738.0
1000000310,370,673,,FULFILLED,21600.0,4536.0,1500.0,27636.0
1000000311,373,1266,2.0,PAID,29925.0,6284.25,0.0,36209.25
1000000312,420,7,2.0,FULFILLED,29925.0,6284.25,0.0,36209.25
1000000313,505,1040,,FULFILLED,59250.0,12442.5,0.0,71692.5
1000000314,289,873,,FULFILLED,26760.0,5619.6,1200.0,33579.6
1000000315,491,1336,,FULFILLED,44175.0,9276.75,900.0,54351.75
1000000316,483,708,1.0,FULFILLED,59175.0,12426.75,0.0,71601.75
1000000317,229,380,,FULFILLED,29700.0,6237.0,1500.0,37437.0
1000000318,280,634,,PAID,12600.0,2646.0,0.0,15246.0
1000000319,111,578,,FULFILLED,11760.0,2469.6,1200.0,15429.6
1000000320,596,1479,,FULFILLED,29250.0,6142.5,1200.0,36592.5
1000000321,580,1399,,FULFILLED,77100.0,16191.0,1200.0,94491.0
1000000322,325,522,,FULFILLED,30780.0,6463.8,0.0,37243.8
1000000323,457,247,1.0,FULFILLED,45216.0,9495.36,0.0,54711.36
1000000324,377,96,,FULFILLED,57696.0,12116.16,0.0,69812.16
1000000325,288,798,2.0,FULFILLED,23760.0,4989.6,0.0,28749.6
1000000326,168,21,,FULFILLED,69480.0,14590.8,0.0,84070.8
1000000327,375,1236,,FULFILLED,24696.0,5186.16,1200.0,31082.16
1000000328,407,130,,FULFILLED,66975.0,14064.75,1200.0,82239.75
1000000329,75,169,,FULFILLED,35640.0,7484.4,1200.0,44324.4
1000000330,349,973,2.0,FULFILLED,24000.0,5040.0,0.0,29040.0
1000000331,359,1449,,FULFILLED,55935.0,11746.35,900.0,68581.35
1000000332,626,210,,PAID,50700.0,10647.0,1200.0,62547.0
1000000333,351,737,,CANCELLED,12936.0,2716.56,900.0,16552.56
1000000334,493,1350,,PAID,57720.0,12121.2,1500.0,71341.2
1000000335,41,170,,FULFILLED,59910.0,12581.1,1200.0,73691.1
1000000336,201,217,,FULFILLED,38400.0,8064.0,1500.0,47964.0
1000000337,256,254,,FULFILLED,13500.0,2835.0,1500.0,17835.0
1000000338,82,1400,,REFUNDED,38220.0,8026.2,900.0,47146.2
1000000339,494,1213,,CANCELLED,44100.0,9261.0,1200.0,54561.0
1000000340,218,1410,,FULFILLED,10800.0,2268.0,1200.0,14268.0
1000000341,356,128,2.0,FULFILLED,25200.0,5292.0,0.0,30492.0
1000000342,280,499,,FULFILLED,14250.0,2992.5,900.0,18142.5
1000000343,224,494,,FULFILLED,22140.0,4649.4,1200.0,27989.4
1000000344,205,755,,PAID,33000.0,6930.0,1500.0,41430.0
1000000345,122,518,,FULFILLED,34020.0,7144.2,0.0,41164.2
1000000346,437,1171,,PAID,34200.0,7182.0,0.0,41382.0
1000000347,231,1261,,FULFILLED,44100.0,9261.0,900.0,54261.0
1000000348,320,468,,FULFILLED,10260.0,2154.6,0.0,12414.6
1000000349,242,503,,FULFILLED,36000.0,7560.0,1200.0,44760.0
1000000350,78,1073,,FULFILLED,35280.0,7408.8,0.0,42688.8
1000000351,124,997,1.0,FULFILLED,27000.0,5670.0,0.0,32670.0
1000000352,413,435,,FULFILLED,28350.0,5953.5,900.0,35203.5
1000000353,494,1401,,FULFILLED,34200.0,7182.0,0.0,41382.0
1000000354,495,202,,FULFILLED,13200.0,2772.0,1200.0,17172.0
1000000355,344,920,,FULFILLED,40500.0,8505.0,1200.0,50205.0
1000000356,522,1101,,FULFILLED,44100.0,9261.0,0.0,53361.0
1000000357,60,305,,FULFILLED,11760.0,2469.6,0.0,14229.6
1000000358,555,268,,FULFILLED,28500.0,5985.0,0.0,34485.0
1000000359,191,636,,FULFILLED,29400.0,6174.0,0.0,35574.0
1000000360,267,736,,FULFILLED,51960.0,10911.6,0.0,62871.6
1000000361,385,938,,FULFILLED,59160.0,12423.6,1200.0,72783.6
1000000362,227,356,,PAID,36000.0,7560.0,0.0,43560.0
1000000363,159,544,,FULFILLED,11400.0,2394.0,0.0,13794.0
1000000364,596,952,2.0,PAID,24696.0,5186.16,0.0,29882.16
1000000365,598,1016,,REFUNDED,66600.0,13986.0,900.0,81486.0
1000000366,562,1183,,FULFILLED,46305.0,9724.05,1500.0,57529.05
1000000367,475,1154,,FULFILLED,27000.0,5670.0,900.0,33570.0
1000000368,307,1056,,CANCELLED,21600.0,4536.0,1200.0,27336.0
1000000369,346,666,1.0,FULFILLED,32400.0,6804.0,0.0,39204.0
1000000370,596,1010,2.0,FULFILLED,29925.0,6284.25,0.0,36209.25
1000000371,15,977,,FULFILLED,30000.0,6300.0,1200.0,37500.0
1000000372,234,172,,PAID,11970.0,2513.7,900.0,15383.7
1000000373,49,1179,,PAID,12600.0,2646.0,900.0,16146.0
1000000374,470,1048,2.0,FULFILLED,44100.0,9261.0,0.0,53361.0
1000000375,541,480,,FULFILLED,14175.0,2976.75,900.0,18051.75
1000000376,350,164,2.0,FULFILLED,42750.0,8977.5,0.0,51727.5
1000000377,215,902,1.0,FULFILLED,30000.0,6300.0,0.0,36300.0
